Log 2 Ratio RNA Protrusion/Body_1,Log 2 Ratio RNA Protrusion/Body_2,ENSG,Gene name,Protein name,Uniprot
0.15596,0.0199156,ENSG00000158864,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",B7Z792;B7Z9L2;O75306;Q53HG2;Q5VTW0;Q969P3;Q9HC11;Q9HC12;Q9UEV3
-2.08302,0.0189652,ENSG00000105963,ADAP1,Arf-GAP with dual PH domain-containing protein 1,A4D2Q2;A8K3A2;B3KRZ4;B3KWF6;B4DUH0;B4DUZ7;B4DVA6;C9JN36;O75689
-0.0365098,0.0187051,ENSG00000064309,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,O14631;Q4KMG0
0.36997,0.0176854,ENSG00000130340,SNX9;WISP,Sorting nexin-9,B2RAU5;B3KXH8;O95061;Q59ES5;Q9BSI7;Q9BVM1;Q9UJH6;Q9UP20;Q9Y5X1
0.32073,0.0175753,ENSG00000145734,BDP1,Transcription factor TFIIIB component B'' homolog,A6H8Y1;B1WB49;C9J1I8;C9JAB8;C9JGV8;C9JKL1;Q68DS6;Q68DY5;Q6MZL9;Q6PIM7;Q86W98;Q96LR8;Q9C0H4;Q9H197;Q9H1A1;Q9HAW1;Q9HAW2;Q9HCY0;Q9ULH9
-0.31883,0.0175154,ENSG00000130305,NSUN5,Putative methyltransferase NSUN5,B2RD09;B3KX04;B4DP79;C9JJU9;Q6ZUI8;Q96HT9;Q96P11;Q9NW70
0.55083,0.0174952,ENSG00000165097,AOF1;KDM1B,Lysine-specific histone demethylase 1B,A2A2C4;A2A2C5;A2A2C6;Q08EI0;Q5TGV3;Q6AI15;Q6ZUU4;Q8N258;Q8NB78;Q96EL7
0.0248301,0.017365,ENSG00000172936,MYD88,Myeloid differentiation primary response protein MyD88,B4DKH8;B4DKU4;B4DQ60;B4DQ72;B4DT48;B4DU08;B4E3D6;P78397;Q53XS7;Q99836
-0.0306337,0.0170393,ENSG00000142623,PADI1,Protein-arginine deiminase type-1,A1L4K6;B2RBF9;B4DDP3;B4DPX6;B4DQP2;Q70SX6;Q9ULC6
-0.3724,0.0170052,ENSG00000166479,TMX3,Protein disulfide-isomerase TMX3,B3KV75;B4DIE3;Q3B7X1;Q52LT7;Q8N5J0;Q96JJ7;Q9NWJ9
0.2178,0.0165253,ENSG00000183077,AFMID,Kynurenine formamidase,A2RUB3;A5PLM3;B8ZZ62;B8ZZB1;B8ZZP1;Q63HM1
0.66734,0.0164752,ENSG00000105983,C7orf2;DKFZp547F222;LMBR1,Limb region 1 protein homolog,A4D242;A8K4S2;Q7LDY5;Q8N3E3;Q8NDP7;Q8WVP7;Q96QZ5;Q9H3J2;Q9H5N0;Q9HAG9;Q9UDN5;Q9Y6U2
-0.07058,0.0160353,ENSG00000175315,CST6,Cystatin-M,Q15828;Q540N7;Q6IBD2
0.38388,0.0154057,ENSG00000107371,EXOSC3;PNAS-3,Exosome complex component RRP40,A8K0K6;Q5QP85;Q9NQT5;Q9NYS3;Q9Y3A8
0.50442,0.0145252,ENSG00000115159,GPD2,"Glycerol-3-phosphate dehydrogenase, mitochondrial",A8K1Z2;A8K4V0;B3KSA9;B7Z601;P43304;Q53RD0;Q53T76;Q59FR1;Q8WUQ0;Q9HAP9
0.1853,0.0144653,ENSG00000171135,JAGN1,Protein jagunal homolog 1,Q8N5M9;Q8NCF6;Q96SW1
-0.17469,0.0142255,ENSG00000100601,ALKBH1,Alkylated DNA repair protein alkB homolog 1,Q13686;Q5XKL0;Q8TAU1;Q9ULA7
-0.15123,0.0139153,ENSG00000188735,TMEM120B,Transmembrane protein 120B,A0PK00;A0PK01;B3KX33
-0.09286,0.0136552,ENSG00000109756,DKFZp586O1422;PDZGEF1;RAPGEF2,Rap guanine nucleotide exchange factor 2,B4DG82;Q17RH5;Q4W5Q4;Q9UFT5;Q9Y4G8
0.10737,0.0131559,ENSG00000172757,CFL1,Cofilin-1,B3KUQ1;P23528;Q53Y87;Q9UCA2
0.0790501,0.0130453,ENSG00000133119,RFC3,Replication factor C subunit 3,A8MX32;B4DKE6;C9JU95;O15252;P40938;Q53HK8;Q5U0C2;Q5W0E8
-0.0521998,0.0126953,ENSG00000163029,SMC6,Structural maintenance of chromosomes protein 6,A8K8Q6;C9JEF0;C9JMN1;Q05BV4;Q96SB8;Q9H0X3;Q9H6M0
0.30165,0.0124054,ENSG00000157168,NRG1,"Neuregulin-1;Pro-neuregulin-1, membrane-bound isoform",A5YAK4;A5YAK5;A5YAK7;A6MW55;A6MW56;A8K1L2;B0FYA7;B0FYA9;B5BU95;B7Z168;B7Z1D7;B7Z1E3;B7Z4Z3;B9EK51;O14667;P98202;Q02297;Q02298;Q02299;Q07110;Q07111;Q12779;Q12780;Q12781;Q12782;Q12783;Q12784;Q15491;Q53F54;Q6ICV5;Q6PK61;Q7RTV8;Q7RTV9;Q7RTW0;Q7RTW1;Q7RTW2;Q7RTW3;Q7RTW4;Q7RTW5;Q86WJ0;Q8NFN1;Q8NFN2;Q8NFN3;Q96IB3;Q9UPE3
-0.12248,0.0121756,ENSG00000100462,PRMT5,"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed",A8MTP3;A8MZ91;B2RDD7;B4DV00;B4DX49;B4DY30;B5BU10;C9JSX3;O14744;Q6IBR1;Q9UKH1
-0.0398998,0.0119853,ENSG00000094841,RP11-311P8.3;UPRT,Uracil phosphoribosyltransferase homolog,A8KAF9;C9J3Z6;Q5JRL1;Q5JRL3;Q68DN0;Q96BW1;Q96MW2
-0.0821097,0.0118456,ENSG00000204713,TRIM27,Zinc finger protein RFP,A2ABL9;A2BE15;B0V264;B0V265;B0V266;B0V297;P14373;Q5RJA8;Q5ST26;Q6LA73;Q6NXR9;Q9BZY6;Q9NZT8;Q9UJL3
-0.12213,0.0118356,ENSG00000102393,alpha-GalA;GLA,Alpha-galactosidase A,P06280;Q53HF3;Q53Y83;Q6LER7
-0.01565,0.0117455,ENSG00000115216,NRBP1,Nuclear receptor-binding protein,B3KV40;B4DW31;C9JDW7;C9JHZ6;Q53FZ5;Q96SU3;Q9UHY1
-0.20593,0.0112352,ENSG00000108528,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein,O75537;Q02978;Q6IBH0;Q969P7
0.0758202,0.0110455,ENSG00000159592,GPBP1L1,Vasculin-like protein 1,Q9H751;Q9HC44
0.29371,0.0104957,ENSG00000138772,ANXA3,Annexin A3,B2R9W6;P12429;Q6LET2
0.87299,0.0103452,ENSG00000159231,CBR3,Carbonyl reductase [NADPH] 3,O60874;O75828;Q53F60;Q6FHP2
0.258423,0.0101154,ENSG00000135100,HNF1A;HNF1alpha,Hepatocyte nuclear factor 1-alpha,A5Z2R8;A8MV78;B4DPN4;B5MCZ5;B8YNU9;B8YNV0;B8YNW1;P20823;Q2M3H2;Q99861
0.18502,0.0099895,ENSG00000152359,POC5,Centrosomal protein POC5,B4DJG7;Q494X7;Q494X9;Q6P085;Q8NA72
-0.47462,0.0094254,ENSG00000125657,TNFSF9,Tumor necrosis factor ligand superfamily member 9,B2RA14;P41273;Q2M3S2
0.36647,0.0088954,ENSG00000161920,MED11,Mediator of RNA polymerase II transcription subunit 11,Q6NS89;Q9P086
-0.14913,0.0084753,ENSG00000126787,DLGAP5,Disks large-associated protein 5,A8K732;A8MTM6;B4DMI9;B4DRM8;Q15398;Q86T11;Q8NG58
-0.17335,0.00790548,ENSG00000148110,HIATL1,Hippocampus abundant transcript-like protein 1,B4DUE6;Q3KQT4;Q53GU5;Q5SR56;Q8WU95;Q96SM4;Q9H2M7
0.12346,0.00782537,ENSG00000204576,CAT56;PRR3,Proline-rich protein 3,A1A4H4;A6NDA2;B2RE77;B3KQA4;P79522;Q5RJB5;Q5STN6;Q96QB9
0.0519102,0.00733519,ENSG00000124588,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],A2A2U4;B2R492;B3KPX6;P16083;Q5TD04;Q5TD05;Q5TD07
-0.0310996,0.00732517,ENSG00000149136,SSRP1,FACT complex subunit SSRP1,Q08945;Q59GH7;Q5BJG8
-0.02441,0.00722504,ENSG00000099341,PSMD8,26S proteasome non-ATPase regulatory subunit 8,B4DX18;P48556;Q5U0B3;Q6P1L7
0.0114501,0.00703526,ENSG00000161547,SFRS2;SRSF2,Serine/arginine-rich splicing factor 2,B3KUY1;B3KVY2;B3KWD5;B3KX15;B4DN89;Q01130;Q53FN0;Q8NAK9
0.20246,0.00581551,ENSG00000158825,CDA,Cytidine deaminase,P32320;Q71UE9
0.0653598,0.00561523,ENSG00000132591,ERAL1,"GTPase Era, mitochondrial",B3KN21;C9JEC6;O75616;O75617;Q8WUY4;Q96LE2;Q96TC0
0.0644801,0.00546503,ENSG00000167693,NXN,Nucleoredoxin,B4DXQ0;Q3SWW6;Q6DKJ4;Q6P3U6;Q7L4C6;Q9H9Q1
0.0525601,0.00537539,ENSG00000107651,SEC23IP,SEC23-interacting protein,B3KM47;B3KN10;B4DWG1;Q8IXH5;Q9BUK5;Q9Y6Y8
0.29131,0.00524521,ENSG00000115271,GCA,Grancalcin,B2R5X3;B7Z322;C9JGR8;C9JIZ3;C9JV47;C9JWQ8;P28676;Q53TB5;Q59EP3
-0.25307,0.00518537,ENSG00000114573,ATP6V1A,V-type proton ATPase catalytic subunit A,B2RBR8;B7Z1R5;B7Z2V6;C9JA17;C9JVW8;P38606;Q53YD9;Q96DY6;Q9UHY3
-0.00998998,0.00478554,ENSG00000119899,SLC17A5,Sialin,B2RE38;B4DFF2;Q5SZ76;Q8NBR5;Q9NRA2;Q9UGH0
-0.14479,0.00477529,ENSG00000144535,DIS3L2,DIS3-like exonuclease 2,B4DI15;C9JGP4;Q53S79;Q580W6;Q5XKH0;Q69YG5;Q6AW99;Q7Z4T6;Q8IYB7;Q8N9K9
0.47159,0.00441551,ENSG00000147457,CHMP7,Charged multivesicular body protein 7,B2RDT3;B3KMN6;B3KRZ9;B3KUH0;B4DKJ6;Q8NDM1;Q8WUX9;Q9BT50
0.12724,0.00434542,ENSG00000168899,VAMP5,Vesicle-associated membrane protein 5,O95183;Q6FG93;Q9P0T2
0.4387,0.00403535,ENSG00000080839,RBL1,Retinoblastoma-like protein 1,A8K2W5;P28749;Q4VXA0;Q8N5K6;Q9H1L5;Q9H1M1
-0.18641,0.00388527,ENSG00000198722,UNC13B;UNC13B variant protein,Protein unc-13 homolog B,B1AM27;B4DL44;O14795;Q2NKJ5;Q4LE73;Q5VYM8
-0.0709798,0.00353527,ENSG00000196743,GM2A,Ganglioside GM2 activator;Ganglioside GM2 activator isoform short,B2R699;P17900;Q14426;Q14427;Q14428;Q6LBL5
0.0170403,0.00328517,ENSG00000166073,GPR176,Probable G-protein coupled receptor 176,B4DZ23;Q14439;Q6NXF6
-0.18845,0.00324535,ENSG00000165244,ZNF367,Zinc finger protein 367,Q6Q7C8;Q7RTV3
-0.14794,0.00323534,ENSG00000047056,WDR37,WD repeat-containing protein 37,A8K976;C9JGR9;Q5SW03;Q8WVG2;Q9NTJ6;Q9Y2I8
0.10266,0.00287533,ENSG00000177370,TIMM22,Mitochondrial import inner membrane translocase subunit Tim22,Q9NWI8;Q9Y584
0.01737,0.00252533,ENSG00000230055,CISD3,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial",P0C7P0
0.10669,0.00234532,ENSG00000163961,RNF168,E3 ubiquitin-protein ligase RNF168,Q8IYW5;Q8NA67;Q96NS4
-1.10326,0.00209546,ENSG00000165490,C11orf82;NOXIN,Nitric oxide-inducible gene protein,A8K8N4;B4DMA1;B4DS54;Q8IXT1;Q96LK6;Q9H856
-0.0811994,0.00179529,ENSG00000111275,ALDH2,"Aldehyde dehydrogenase, mitochondrial",B0LUF9;B0LUG0;B0LUG2;B4DW54;B4YAH7;P05091;Q03639;Q53FB6;Q6IB13;Q6IV71;Q9UN17
-0.0434899,0.00177526,ENSG00000118496,FBXO30,F-box only protein 30,B2R929;Q8TB52;Q9BXZ7
0.05374,0.00148511,ENSG00000105053,VRK3,Inactive serine/threonine-protein kinase VRK3,A6NEG5;A8KA53;B4DGW1;B4E0U5;Q502Y2;Q8IV63;Q9P2V8
-0.60435,0.00128531,ENSG00000168685,IL7R,Interleukin-7 receptor subunit alpha,B2RCS6;B4DVT1;B8YG18;P16871;Q05CU8;Q6NSP4;Q6NWM0;Q6NWM1;Q6NWM2;Q6NWM3;Q6SV45;Q9UPC1
-0.0355599,0.000915527,ENSG00000134014,ELP3,Elongator complex protein 3,B4DE19;B4DIG1;B4DKA4;B4DPB7;B4DXV1;Q53G84;Q6AWB0;Q9BVF7;Q9H9T3;Q9NVZ1
0.0527103,0.000834942,ENSG00000143401,ANP32E,Acidic leucine-rich nuclear phosphoprotein 32 family member E,B4E0D5;B4E0I6;Q53F20;Q5TB18;Q5TB19;Q5TB20;Q5TB25;Q8N1S4;Q8WWW9;Q9BTT0
1.09379,0.00048542,ENSG00000166348,USP54,Inactive ubiquitin carboxyl-terminal hydrolase 54,A1L4Q4;A3KFK3;A3KFK5;A3KFK6;A3KFK7;A6PVS4;A6PVS5;A6PVS6;A6PVS7;B3KVY1;B4E129;B7Z7X1;B9ZVM1;Q5F2F4;Q6P1N6;Q6ZSP1;Q6ZSR1;Q6ZSX9;Q6ZTM0;Q70EL1;Q8N1X2
-0.41554,0.000311136,ENSG00000108387,CE5B3 alpha;SEPT4,Septin-4,B2RB75;B2RD42;B3KR63;B3KSX9;B4DIC8;B4DXC6;B4DXV5;O43236;Q6IAP3;Q96Q97;Q9H315;Q9UM58
-0.981364,0.000202417,ENSG00000189362,TMEM194B,Transmembrane protein 194B,A6NFY4;B4DYG6;B7Z482;C9J4F2
-0.1499,-0.000154495,ENSG00000147650,DKFZp781F1053;LRP12,Low-density lipoprotein receptor-related protein 12,A8K137;B3KWZ8;B4DRQ2;Q59H02;Q68DE8;Q9Y561
0.02511,-0.000404835,ENSG00000198060,Mar-05,E3 ubiquitin-protein ligase MARCH5,B4DGV8;Q9NX47
-0.6254,-0.000754595,ENSG00000163781,TOPBP1,DNA topoisomerase 2-binding protein 1,A0AV47;A7E2X7;B7Z7W8;Q05BV8;Q7LGC1;Q92547;Q9UEB9
-0.1316,-0.000964642,ENSG00000161243,FBXO27,F-box only protein 27,Q8NI29;Q96C87
-0.16622,-0.00101471,ENSG00000002549,LAP3,Cytosol aminopeptidase,B3KMQ3;P28838;Q6IAM6;Q6P0L6;Q9UQE3
0.01916,-0.00107479,ENSG00000135801,TAF5L,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L,O75529;Q5TDI5;Q5TDI6;Q5TDI7;Q8IW31
0.1594,-0.00133467,ENSG00000009954,BAZ1B,Tyrosine-protein kinase BAZ1B,B9EGK3;O95039;O95247;O95277;Q6P1K4;Q86UJ6;Q9UIG0
0.0176101,-0.00214458,ENSG00000126003,PLAGL2,Zinc finger protein PLAGL2,A8K8T5;Q92584;Q9UPG8
-0.78399,-0.00224471,ENSG00000138641,HERC3,Probable E3 ubiquitin-protein ligase HERC3,A8K1S5;B4DK41;B4DK52;C9J6Z1;C9J8E7;C9JFL2;C9JKA7;Q15034;Q4W5H5;Q8IXX3
0.608732,-0.00272465,ENSG00000136141,LRCH1,Leucine-rich repeat and calponin homology domain-containing protein 1,A8KA33;B1ALE7;B7ZLL5;C9J5B8;C9JWE0;Q17R43;Q2KHR1;Q5TBU9;Q7Z5F6;Q7Z5F7;Q8TAR8;Q9Y2L9
-0.0482998,-0.00273466,ENSG00000173575,CHD2;DKFZp781D1727,Chromodomain-helicase-DNA-binding protein 2,A8K9Y5;B7Z3I4;C6G482;O14647;Q3YLD5;Q3YLD6;Q6AI05;Q8N677;Q96IP5
0.35833,-0.00306463,ENSG00000169241,RAG1AP1;SLC50A1,Sugar transporter SWEET1,B6ZDG8;Q5SR64;Q5SR67;Q6IAK6;Q96DC5;Q9BRV3;Q9UHQ2;Q9UHQ3
-0.00963974,-0.0038147,ENSG00000164849,GPR146,Probable G-protein coupled receptor 146,A4D2Q3;B4DTD6;C9J5X5;C9JAQ6;Q86SP5;Q96CH1
0.107541,-0.00391483,ENSG00000213719,CLIC1,Chloride intracellular channel protein 1,O00299;Q15089;Q502X1;Q53FB0;Q5SRT3
0.42741,-0.00433493,ENSG00000125457,MIF4GD,MIF4G domain-containing protein,A9UHW6;B4DUM7;Q8N4Q5;Q9HBL5
0.15619,-0.00436449,ENSG00000144635,DKFZp686A1525;DYNC1LI1,Cytoplasmic dynein 1 light intermediate chain 1,A2RRG7;B3KM42;B4DDM4;C9JGM7;C9JLW1;Q53HC8;Q53HK7;Q6MZE7;Q9Y6G9
-0.1028,-0.00463486,ENSG00000121064,SCPEP1,Retinoid-inducible serine carboxypeptidase,B4DP22;Q96A94;Q9H2J9;Q9H3F0;Q9HB40
0.0575502,-0.0047245,ENSG00000188042,ARL4C;ARL7,ADP-ribosylation factor-like protein 4C,P56559;Q4A519;Q53R10;Q9BVN1;Q9UQ34
0.19915,-0.00483465,ENSG00000166337,TAF10,Transcription initiation factor TFIID subunit 10,O00703;Q12962;Q13175;Q6FH13
-0.115,-0.00488472,ENSG00000154122,ANKH,Progressive ankylosis protein homolog,B2RCA7;B3KMG4;Q53HE9;Q9HCJ1;Q9NQW2
-0.18642,-0.005445,ENSG00000120437,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",A8K4W5;B7Z233;Q16146;Q59GW6;Q5TCL7;Q8TDM4;Q9BWD1
-0.38322,-0.00553465,ENSG00000128731,DKFZp547P028;HERC2;HERC2P3,E3 ubiquitin-protein ligase HERC2;Putative HERC2-like protein 3,A8KAQ8;O95714;Q86SV7;Q86SV8;Q86SV9;Q86YY3;Q86YY4;Q86YY5;Q86YY6;Q86YY7;Q86YY8;Q86YY9;Q86YZ0;Q86YZ1;Q8ND39;Q9BVR0
0.0109704,-0.00602484,ENSG00000198356,ASNA1,ATPase ASNA1,A6NHP8;A8K740;B4DEE5;O43681;Q53FC6;Q92849
0.25118,-0.00632477,ENSG00000134318,ROCK2,Rho-associated protein kinase 2,B4DRJ9;C9JFJ0;O75116;Q14DU5;Q53QZ0;Q53SJ7;Q9UQN5
-0.00389981,-0.00652456,ENSG00000031698,SARS,"Serine--tRNA ligase, cytoplasmic",B2R6Y9;P49591;Q0VGA5;Q53HA4;Q5T5C7;Q5T5C8;Q9NSE3
0.48063,-0.00659442,ENSG00000203805,PPAPDC1A,Phosphatidate phosphatase PPAPDC1A,A2RU82;Q08EQ2;Q0IIP2;Q495B4;Q5VZY1;Q5VZY2
0.20143,-0.00675464,ENSG00000124459,ZNF45,Zinc finger protein 45,P17016;P78472;Q02386;Q6ZS47;Q9P1U9
0.35924,-0.00755477,ENSG00000174151,CYB561D1,Cytochrome b561 domain-containing protein 1,B4DH97;B4DR38;B4E0W0;Q52M36;Q5T6C2;Q5T6C3;Q6ZQS1;Q8N8Q1
0.27653,-0.0083847,ENSG00000119929,CUTC;RP11-483F11.3,Copper homeostasis protein cutC homolog,B4DYM2;B9ZVQ8;Q5TCZ7;Q5TCZ8;Q9NTM9;Q9Y321
-0.0312998,-0.00853467,ENSG00000183018,SPNS2,Protein spinster homolog 2,B9A1T3;Q8IVW8
-0.17,-0.00880456,ENSG00000172071,DKFZp781H1925;EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,A0AVH1;A0AVH2;B2RCU9;B3KY45;C9J185;O95846;Q53QY0;Q53SB1;Q68DI6;Q9NZJ5
-0.12575,-0.00942469,ENSG00000135372,NAT10,N-acetyltransferase 10,B4DFD5;Q05CW7;Q86WK5;Q9C0F4;Q9H0A0;Q9HA61;Q9NVF2
0.48813,-0.00965452,ENSG00000100417,PMM1,Phosphomannomutase 1,A8K003;Q92586;Q92871
0.0393002,-0.00998449,ENSG00000003402,CFLAR,CASP8 and FADD-like apoptosis regulator;CASP8 and FADD-like apoptosis regulator subunit p12;CASP8 and FADD-like apoptosis regulator subunit p43,B4DJE0;B4E361;B7Z9F9;C9J408;C9J4Q0;C9JK38;C9JSU3;C9JV51;O14673;O14674;O14675;O15137;O15138;O15356;O15510;O15519;O43618;O43619;O43620;O60458;O60459;Q53TS6;Q54AF1;Q59F61;Q96TE4;Q9UEW1
-0.0221496,-0.010005,ENSG00000135404,CD63,CD63 antigen,C9JV86;P08962;Q5TZP3;Q8N6Z9;Q9UCG6
0.13381,-0.0101447,ENSG00000164430,C6orf150;MB21D1,Cyclic GMP-AMP synthase,A6PW79;Q14CV6;Q32NC9;Q5SWL0;Q5SWL1;Q8N884;Q96E45
-0.0515997,-0.0102749,ENSG00000041982,TNC;TNC variant protein,Tenascin,A7MBN2;B4E1W8;C9IYT7;C9J575;C9J6D9;C9J848;P24821;Q14583;Q15567;Q4LE33;Q5T7S3
0.20144,-0.0104547,ENSG00000163468,CCT3,T-complex protein 1 subunit gamma,A6NE14;B3KX11;B4DUR8;P49368;Q2TU64;Q59H77;Q5SZW8;Q5SZX6;Q5SZX8;Q5SZX9;Q5SZY0;Q5SZY1;Q9BR64
0.0150902,-0.0104647,ENSG00000187866,FAM122A,Protein FAM122A,B3KX07;B4E242;Q96E09
-0.0425668,-0.0106816,ENSG00000176542,KIAA2018,Basic helix-loop-helix domain-containing protein KIAA2018,C9JBW0;Q68DE3;Q7Z3L9;Q8IVF3;Q9H8T4
0.39592,-0.0108645,ENSG00000164961,KIAA0196,WASH complex subunit strumpellin,A6NKW8;A8K4R7;B4DLF2;Q12768;Q3KQX5;Q53EL1;Q8TBQ2
0.0238101,-0.0110545,ENSG00000174607,UGT8,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,B3KXU7;B4DG70;O00196;Q16880
0.40281,-0.0110645,ENSG00000185115,NDNL2,Melanoma-associated antigen G1,Q8IW16;Q8TEI6;Q96MG7;Q9H214
-0.55306,-0.0116744,ENSG00000132970,WASF3,Wiskott-Aldrich syndrome protein family member 3,B4DGR1;O94974;Q5T8P4;Q86VQ2;Q9UPY6
-0.0884597,-0.0117517,ENSG00000182504,CEP97,Centrosomal protein of 97 kDa,B4DGU8;B5MDY8;Q8IW35;Q8NA71;Q9H5T9
-0.0992098,-0.0119448,ENSG00000100523,DDHD1,Phospholipase DDHD1,Q2PNX9;Q2VYF2;Q8NEL9;Q8WVH3;Q96LL2;Q9C0F8
0.28201,-0.0121846,ENSG00000064042,DKFZp686G03277;LIMCH1,LIM and calponin homology domains-containing protein 1,A8MXC3;B7Z2J4;B7Z3F1;B7Z3G0;B7Z5G6;B7Z5Q8;B7Z656;B7Z7Z0;Q503B5;Q5CZB1;Q5CZB6;Q5H9S8;Q68E07;Q6N054;Q6NVB9;Q6PJ44;Q7Z3G5;Q8N3S9;Q8N6M2;Q9UPQ0
-0.13927,-0.0123646,ENSG00000183153,GJD3,Gap junction delta-3 protein,C9JCZ5;Q6ZUW6;Q8N144
-0.16599,-0.0124345,ENSG00000108256,NUFIP2,Nuclear fragile X mental retardation-interacting protein 2,A1L3A7;Q7Z417;Q9P2M5
-0.0256498,-0.0128446,ENSG00000105202,FBL,rRNA 2'-O-methyltransferase fibrillarin,B4DLD4;B5BUE8;O75259;P22087;Q6IAT5;Q8WUT5;Q96BS4;Q9UPI6
0.00268006,-0.0131044,ENSG00000147140,NONO,Non-POU domain-containing octamer-binding protein,A8K525;B7Z4C2;C9IZL7;C9J4X2;C9JJ13;C9JYS8;O00201;P30807;Q12786;Q15233;Q9BQC5
-0.0418499,-0.0139146,ENSG00000147044,CASK,Peripheral plasma membrane protein CASK,A6NES1;A6NFC6;B7ZKY0;B7ZKY2;C9JGY0;O14936;O43215;Q17RI4;Q59HA0;Q5JS72;Q5JS74;Q5JS79;Q5VT16;Q5VT17;Q5VT18;Q5VT19;Q66T42;Q9BYH6;Q9NYB2;Q9NYB3
0.43146,-0.0140846,ENSG00000171840,NINJ2,Ninjurin-2,B4DJC1;B4DNS9;Q9NZG7
0.200176,-0.0142157,ENSG00000112365,ZBTB24,Zinc finger and BTB domain-containing protein 24,O43167;Q17RC6;Q5TED5;Q8N455
0.0130403,-0.0142846,ENSG00000124226,RNF114,RING finger protein 114,B2RDQ9;B4DLW5;B4DWY5;C9JU49;Q6N0B0;Q9Y508
0.0973301,-0.0145247,ENSG00000139112,GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1,B2RD60;B4E0Y7;Q6FIE6;Q9H0R8
0.0105603,-0.0147147,ENSG00000176396,EID2,EP300-interacting inhibitor of differentiation 2,A7YQ71;Q6X7T0;Q6ZR61;Q8N6I1
0.0317404,-0.0147548,ENSG00000162642,C1orf52,UPF0690 protein C1orf52,B3KX89;Q8N6N3;Q8TDK5;Q8TDK6
-0.28913,-0.0150847,ENSG00000033327,GAB2,GRB2-associated-binding protein 2,A2RRM2;A6NEW9;A7MD36;O60317;Q9UQC2
0.0239599,-0.0150948,ENSG00000113141,CSA2;DKFZp564B112;IK,Protein Red,B2R5Y4;B4DEH2;Q13123;Q6IPD8;Q95HA6;Q9H4P6;Q9UK43;Q9Y3Z5
0.8092,-0.0156045,ENSG00000136631,VPS45,Vacuolar protein sorting-associated protein 45,A0AR27;B7Z1J7;B7Z360;B7Z5E4;B7Z7G7;Q15715;Q53FR8;Q5T4P6;Q5T4Q0;Q9NRW7;Q9Y4Z6
0.19059,-0.0156248,ENSG00000109929,SC5DL,Lathosterol oxidase,O00119;O75845;Q6GTM5;Q9UK15
0.0860503,-0.0156746,ENSG00000116874,WARS2,"Tryptophan--tRNA ligase, mitochondrial",B1ALR1;B2R9D4;B7Z5X7;Q53FT4;Q5VUD2;Q86TQ0;Q9UGM6
0.0826502,-0.0164647,ENSG00000130023,C6orf70,Transmembrane protein C6orf70,B4DFH0;Q3ZCS8;Q5T6L8;Q5T6L9;Q5T6M3;Q9NUT5;Q9NVU2
0.22595,-0.0165248,ENSG00000139546,TARBP2,RISC-loading complex subunit TARBP2,A8K3X2;Q12878;Q15633;Q8WY32;Q8WY33;Q9BRY2
0.0827403,-0.0166247,ENSG00000217128,DKFZp686E18167;FNIP1,Folliculin-interacting protein 1,A8K8V8;B3KX44;Q68DF6;Q86T47;Q8TF40;Q9BUT0
0.0712702,-0.0167046,ENSG00000185627,DKFZp686H16220;PSMD13,26S proteasome non-ATPase regulatory subunit 13,B2RBM7;B3KT15;B4DJ66;O75831;Q53GN6;Q53XU2;Q5HYL3;Q9UNM6;Q9UNM7;Q9UNV3;Q9Y6E3
0.1209,-0.0169349,ENSG00000157693,C9orf91,Transmembrane protein C9orf91,A0PJA3;A8K018;Q3KNS4;Q5VZI2;Q5VZI3;Q6P5Z7;Q8N1P3;Q8ND43
0.28556,-0.0171547,ENSG00000136630,HLX,H2.0-like homeobox protein,B2R8A8;B3KXT6;Q14774;Q15988;Q59HE7;Q5VVT2;Q9NZ75
0.0208304,-0.0177248,ENSG00000067596,DHX8,ATP-dependent RNA helicase DHX8,A8K6J9;B4DFD7;B7Z8F4;Q05CV4;Q14562;Q86X36;Q86YB2
0.525659,-0.0177267,ENSG00000204517,ZF6;ZNF587B,Zinc finger protein 587B,B4DR41;Q92967
0.0065701,-0.0178447,ENSG00000121797,CCRL2,C-C chemokine receptor-like 2,A8MXI2;B2R8C0;B4DKQ8;C9JP23;O00421;O75307;Q4VBB0;Q6IPX0;Q96KP5;Q9UPG0
0.0896702,-0.0178447,ENSG00000026751,SLAMF7,SLAM family member 7,A8K3U1;A8K7T2;A8K7Y3;B4DPU4;B4DPY3;B4DVL7;B4DW98;B4DWA3;Q8N6Y8;Q8ND32;Q9NQ25;Q9NY08;Q9NY23
-0.05949,-0.0183249,ENSG00000168807,SNTB2,Beta-2-syntrophin,C9JMY8;Q13425;Q9BY09
